dot_bracket_repr,obj_fn_final_value,dot_bracket_repr_mfe,seq_len,n_irs_found,solver_num_booleans,solver_solve_time,solver_iterations,solver_num_branches_explored,solver_num_conflicts
.......,0,0.0,7,,,,,
.......,0.0,0.0,7,2,0,0.001001237,0,0
.......,0,0.0,7,,,,,
.......,0,0.0,7,,,,,
.......,0.0,0.0,7,2,0,0.000732711,0,0
.......,0,0.0,7,,,,,
.......,0,0.0,7,,,,,
.......,0,0.0,7,,,,,
.......,0.0,0.0,7,3,0,0.0019171040000000002,0,0
.......,0,0.0,7,,,,,
.......,0,0.0,7,,,,,
.......,0,0.0,7,,,,,
.......,0,0.0,7,,,,,
.......,0,0.0,7,,,,,
.......,0,0.0,7,,,,,
.......,0,0.0,7,,,,,
.......,0,0.0,7,,,,,
.......,0,0.0,7,,,,,
.......,0,0.0,7,,,,,
.......,0,0.0,7,,,,,
.......,0,0.0,7,,,,,
.......,0,0.0,7,,,,,
.......,0,0.0,7,,,,,
.......,0,0.0,7,,,,,
.......,0,0.0,7,,,,,
.......,0,0.0,7,,,,,
.......,0,0.0,7,,,,,
.......,0,0.0,7,,,,,
.......,0.0,0.0,7,2,0,0.0019497770000000002,0,0
.......,0,0.0,7,,,,,
........,0,0.0,8,,,,,
........,0,0.0,8,,,,,
........,0.0,0.0,8,4,0,0.000852676,0,0
........,0.0,0.0,8,2,0,0.002082285,0,0
........,0.0,0.0,8,2,0,0.0018029780000000002,0,0
........,0.0,0.0,8,2,0,0.0020266100000000003,0,0
........,0,0.0,8,,,,,
........,0,0.0,8,,,,,
........,0.0,0.0,8,2,0,0.001991422,0,0
........,0,0.0,8,,,,,
........,0,0.0,8,,,,,
........,0.0,0.0,8,2,0,0.0018660940000000002,0,0
........,0,0.0,8,,,,,
........,0,0.0,8,,,,,
........,0,0.0,8,,,,,
........,0.0,0.0,8,5,0,0.0019453080000000002,0,0
........,0,0.0,8,,,,,
........,0.0,0.0,8,3,0,0.0019520840000000002,0,0
........,0,0.0,8,,,,,
........,0,0.0,8,,,,,
........,0,0.0,8,,,,,
........,0,0.0,8,,,,,
........,0,0.0,8,,,,,
........,0,0.0,8,,,,,
........,0.0,0.0,8,2,0,0.0019245920000000001,0,0
........,0,0.0,8,,,,,
........,0,0.0,8,,,,,
........,0,0.0,8,,,,,
........,0,0.0,8,,,,,
........,0.0,0.0,8,2,0,0.000771526,0,0
.........,0,0.0,9,,,,,
.........,0,0.0,9,,,,,
.........,0,0.0,9,,,,,
.........,0,0.0,9,,,,,
.........,0,0.0,9,,,,,
.........,0.0,0.0,9,3,0,0.000783391,0,0
.........,0,0.0,9,,,,,
.........,0,0.0,9,,,,,
.........,0.0,0.0,9,3,0,0.0017829590000000002,0,0
.........,0,0.0,9,,,,,
.........,0.0,0.0,9,2,0,0.001807313,0,0
.........,0,0.0,9,,,,,
.........,0,0.0,9,,,,,
.........,0,0.0,9,,,,,
.........,0.0,0.0,9,2,0,0.002115997,0,0
.........,0,0.0,9,,,,,
.........,0,0.0,9,,,,,
.........,0,0.0,9,,,,,
.........,0.0,0.0,9,2,0,0.002155232,0,0
.........,0.0,0.0,9,2,0,0.0018776460000000002,0,0
.........,0.0,0.0,9,4,0,0.002057662,0,0
.........,0,0.0,9,,,,,
.........,0,0.0,9,,,,,
.........,0.0,0.0,9,2,0,0.0008280160000000001,0,0
.........,0,0.0,9,,,,,
.........,0,0.0,9,,,,,
.........,0.0,0.0,9,2,0,0.000874071,0,0
.........,0,0.0,9,,,,,
.........,0,0.0,9,,,,,
.........,0,0.0,9,,,,,
..........,0.0,0.0,10,2,0,0.001937752,0,0
..........,0,0.0,10,,,,,
..........,0.0,0.0,10,2,0,0.002010598,0,0
..........,0.0,0.0,10,2,0,0.001994465,0,0
..........,0,0.0,10,,,,,
..........,0.0,0.0,10,2,0,0.001843577,0,0
..........,0.0,0.0,10,2,0,0.000731636,0,0
..........,0.0,0.0,10,3,0,0.000830621,0,0
..........,0,0.0,10,,,,,
..........,0.0,0.0,10,3,0,0.0008096560000000001,0,0
..........,0,0.0,10,,,,,
..........,0.0,0.0,10,3,0,0.0019764920000000003,0,0
..........,0.0,0.0,10,2,0,0.0020161510000000003,0,0
..........,0,0.0,10,,,,,
..........,0.0,0.0,10,2,0,0.001930602,0,0
..........,0.0,0.0,10,2,0,0.002113233,0,0
..........,0,0.0,10,,,,,
