database,sequence_database_number,sequence_info,sequence_length,sensitivity,ppv,f1
CRW,40313,>bpRNA_CRW_40313,74,0.7727272727272727,0.6296296296296297,0.6938775510204083
CRW,35264,>bpRNA_CRW_35264,19,0,0.0,0
CRW,40698,>bpRNA_CRW_40698,77,0.4090909090909091,0.3333333333333333,0.36734693877551017
CRW,32574,>bpRNA_CRW_32574,77,0.9545454545454546,0.8076923076923077,0.875
CRW,49352,>bpRNA_CRW_49352,40,0.6666666666666666,0.2857142857142857,0.4
CRW,39107,>bpRNA_CRW_39107,74,0.75,0.5555555555555556,0.6382978723404256
CRW,16722,>bpRNA_CRW_16722,119,0.8461538461538461,0.717391304347826,0.776470588235294
CRW,34503,>bpRNA_CRW_34503,53,0.8,0.34782608695652173,0.48484848484848486
PDB,493,>bpRNA_PDB_493,94,0.75,0.8275862068965517,0.7868852459016394
CRW,19407,>bpRNA_CRW_19407,122,0.8275862068965517,0.7058823529411765,0.7619047619047619
CRW,48495,>bpRNA_CRW_48495,50,0.9,1.0,0.9473684210526316
CRW,36087,>bpRNA_CRW_36087,75,1.0,0.7857142857142857,0.88
CRW,22009,>bpRNA_CRW_22009,73,0.9545454545454546,1.0,0.9767441860465117
CRW,37911,>bpRNA_CRW_37911,77,0.9545454545454546,0.84,0.8936170212765958
CRW,43593,>bpRNA_CRW_43593,74,0.9090909090909091,1.0,0.9523809523809523
CRW,25787,>bpRNA_CRW_25787,72,0.8181818181818182,0.75,0.7826086956521738
CRW,50861,>bpRNA_CRW_50861,73,0.4090909090909091,0.375,0.3913043478260869
CRW,15971,>bpRNA_CRW_15971,40,0.0,0.0,0
CRW,18874,>bpRNA_CRW_18874,120,0.5945945945945946,0.6666666666666666,0.6285714285714286
CRW,45581,>bpRNA_CRW_45581,41,0.0,0.0,0
CRW,24143,>bpRNA_CRW_24143,76,0.8181818181818182,0.782608695652174,0.8
CRW,30590,>bpRNA_CRW_30590,72,0.7727272727272727,0.7083333333333334,0.7391304347826088
CRW,25941,>bpRNA_CRW_25941,72,0.6363636363636364,0.56,0.5957446808510639
CRW,28723,>bpRNA_CRW_28723,74,0.5454545454545454,0.631578947368421,0.5853658536585366
CRW,24115,>bpRNA_CRW_24115,76,0.6818181818181818,0.5357142857142857,0.6
CRW,35087,>bpRNA_CRW_35087,27,0.0,0.0,0
CRW,43635,>bpRNA_CRW_43635,74,0.5454545454545454,0.4444444444444444,0.4897959183673469
CRW,27600,>bpRNA_CRW_27600,74,0.9545454545454546,1.0,0.9767441860465117
CRW,45893,>bpRNA_CRW_45893,33,1.0,0.4,0.5714285714285715
CRW,42141,>bpRNA_CRW_42141,77,0.5454545454545454,0.42857142857142855,0.4799999999999999
CRW,27798,>bpRNA_CRW_27798,72,0.5454545454545454,0.5,0.5217391304347826
CRW,22119,>bpRNA_CRW_22119,71,0.8181818181818182,0.9,0.8571428571428572
CRW,51923,>bpRNA_CRW_51923,76,0.9545454545454546,0.84,0.8936170212765958
CRW,34457,>bpRNA_CRW_34457,74,0.6818181818181818,0.625,0.6521739130434783
CRW,32243,>bpRNA_CRW_32243,72,0.7272727272727273,0.6956521739130435,0.711111111111111
CRW,21135,>bpRNA_CRW_21135,74,0.7727272727272727,0.6296296296296297,0.6938775510204083
CRW,44879,>bpRNA_CRW_44879,62,0.9,0.36,0.5142857142857143
CRW,45861,>bpRNA_CRW_45861,60,0.5,0.23809523809523808,0.3225806451612903
CRW,29025,>bpRNA_CRW_29025,76,0.9545454545454546,1.0,0.9767441860465117
CRW,41137,>bpRNA_CRW_41137,76,0.7272727272727273,0.6956521739130435,0.711111111111111
CRW,36680,>bpRNA_CRW_36680,77,0.4090909090909091,0.3333333333333333,0.36734693877551017
CRW,24162,>bpRNA_CRW_24162,73,0.5454545454545454,0.41379310344827586,0.47058823529411764
CRW,21243,>bpRNA_CRW_21243,76,0.9545454545454546,1.0,0.9767441860465117
CRW,41906,>bpRNA_CRW_41906,76,0.5454545454545454,0.4444444444444444,0.4897959183673469
CRW,22945,>bpRNA_CRW_22945,41,0.5714285714285714,0.2222222222222222,0.32
CRW,45523,>bpRNA_CRW_45523,60,0.5,0.29411764705882354,0.37037037037037035
CRW,43327,>bpRNA_CRW_43327,72,0.9545454545454546,1.0,0.9767441860465117
CRW,36081,>bpRNA_CRW_36081,13,0,0.0,0
CRW,47325,>bpRNA_CRW_47325,21,0,0.0,0
CRW,26365,>bpRNA_CRW_26365,72,0.8181818181818182,0.75,0.7826086956521738
CRW,35803,>bpRNA_CRW_35803,72,0.3181818181818182,0.2692307692307692,0.2916666666666667
CRW,23218,>bpRNA_CRW_23218,73,0.55,0.4230769230769231,0.47826086956521735
CRW,55465,>bpRNA_CRW_55465,117,0.8421052631578947,0.7272727272727273,0.7804878048780488
CRW,52684,>bpRNA_CRW_52684,73,0.5,0.44,0.46808510638297873
CRW,50033,>bpRNA_CRW_50033,40,0.6666666666666666,0.2857142857142857,0.4
CRW,19516,>bpRNA_CRW_19516,27,0,0.0,0
CRW,20754,>bpRNA_CRW_20754,76,0.6818181818181818,0.5357142857142857,0.6
CRW,25114,>bpRNA_CRW_25114,76,0.5454545454545454,0.48,0.5106382978723404
CRW,44160,>bpRNA_CRW_44160,77,0.7727272727272727,0.6538461538461539,0.7083333333333333
CRW,53919,>bpRNA_CRW_53919,76,0.9545454545454546,1.0,0.9767441860465117
